tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,ndam,eval,gender,language,female,category,m_focal,name,majority_first
Posterior,UVS34,0,6,21.0,3.37708808,0.5,Homo sapiens,Khoi-San or bushman half-caste,170.0,4.2,male,Chinese,1.0,1,2,Gaston,0
Premolar,UVS34,0,4,22.0,3.37708808,0.5,Homo sapiens,Khoi-San or bushman half-caste,18590.0,4.0,male,Korean,0.0,3,2,Ivan,0
Anterior,UVS38,0,12,28.0,2.81576611,0.25,Homo sapiens,Khoi-San,10210.0,3.4,female,German,0.0,3,3,Jeanne,1
Posterior,UVS38,0,12,24.0,2.81576611,0.25,Homo sapiens,Khoi-San,350.0,4.5,male,Other,0.0,1,3,Cindy,1
Premolar,UVS38,0,8,20.0,2.81576611,0.25,Homo sapiens,Khoi-San,2650.0,3.9,male,German,0.0,3,3,Dennis,1
Anterior,UVS40,0,12,21.0,3.49137561,0.25,Homo sapiens,Khoi-San,,3.1,female,Other,1.0,3,2,Katrina,1
Posterior,UVS40,0,12,21.0,3.49137561,0.25,Homo sapiens,Khoi-San,91.0,4.0,male,English,0.0,1,2,Ophelia,0
Premolar,UVS40,0,8,46.0,3.49137561,0.25,Homo sapiens,Khoi-San,10690.0,3.8,female,English,0.0,3,2,Rita,0
Anterior,UVS42,0,6,23.0,2.81576611,0.75,Homo sapiens,Khoi-San,25960.0,3.4,male,English,0.0,3,3,Wilma,1
Posterior,UVS42,0,6,58.0,2.81576611,0.75,Homo sapiens,Khoi-San,51.0,2.9,male,English,0.0,1,4,Humberto,0
Premolar,UVS42,0,4,21.0,2.81576611,0.75,Homo sapiens,Khoi-San,1110.0,4.5,female,Spanish,0.0,1,3,Dolly,0
Anterior,UVS45,8,12,53.0,9.1,0.25,Homo sapiens,Khoi-San,4360.0,4.0,male,English,0.0,2,2,Gustav,1
Posterior,UVS45,6,8,18.0,9.1,0.25,Homo sapiens,Khoi-San,20370.0,3.8,female,Swedish,0.0,2,4,Ike,0
Premolar,UVS45,6,8,31.0,9.1,0.25,Homo sapiens,Khoi-San,7110.0,4.3,female,,0.0,1,4,Irene,0
Anterior,UVS46,0,12,,1.89297439,0.25,Homo sapiens,Khoi-San,24000.0,3.4,female,English,0.0,1,4,Isaac,1
Posterior,UVS46,0,12,68.0,1.89297439,0.25,Homo sapiens,Khoi-San,75000.0,3.4,female,English,0.0,2,2,Sandy,0
Premolar,UVS46,0,8,21.0,1.89297439,0.25,Homo sapiens,Khoi-San,1590.0,3.3,female,English,1.0,3,4,Easy,0
Anterior,UVS49,1,13,23.0,3.43363244,0.25,Homo sapiens,Khoi-San or bushman half-caste,5350.0,4.3,female,Danish,0.0,3,2,King,1
Posterior,UVS49,0,12,,3.43363244,0.25,Homo sapiens,Khoi-San or bushman half-caste,150.0,4.4,female,,0.0,1,3,Able,0
Premolar,UVS49,0,8,52.0,3.43363244,0.25,Homo sapiens,Khoi-San or bushman half-caste,58.0,4.6,male,English,0.0,1,2,Barbara,0
Anterior,UVS52,0,12,22.0,4.00197497,0.25,Homo sapiens,Khoi-San or bushman half-caste,15.0,4.2,male,English,0.0,1,3,Florence,1
Posterior,UVS52,0,12,37.0,4.00197497,0.25,Homo sapiens,Khoi-San or bushman half-caste,19321.0,4.0,male,English,0.0,3,2,Carol,1
Premolar,UVS52,0,8,21.0,4.00197497,0.25,Homo sapiens,Khoi-San or bushman half-caste,3230.0,3.3,female,English,0.0,3,2,Edna,1
Anterior,UVS55,10,11,21.0,9.6,0.25,Homo sapiens,Khoi-San or bushman half-caste,24260.0,4.4,male,English,0.0,4,3,Hazel,0
Posterior,UVS55,6,8,50.0,9.6,0.25,Homo sapiens,Khoi-San or bushman half-caste,2030.0,2.3,male,English,0.0,3,3,Connie,0
Premolar,UVS55,8,8,27.0,9.6,0.25,Homo sapiens,Khoi-San or bushman half-caste,14730.0,3.5,male,English,1.0,1,2,Diane,0
Anterior,UVS56,12,12,23.0,10.0,0.25,Homo sapiens,Khoi-San or bushman half-caste,6200.0,4.7,female,English,1.0,3,2,Ione,0
Posterior,UVS56,8,10,21.0,10.0,0.25,Homo sapiens,Khoi-San or bushman half-caste,1540.0,3.9,male,English,1.0,2,3,Flossy,0
Premolar,UVS56,7,8,32.0,10.0,0.25,Homo sapiens,Khoi-San or bushman half-caste,,4.0,female,English,0.0,4,2,Audrey,1
Anterior,UVS57,0,12,22.0,2.64926405,0.25,Homo sapiens,Khoi-San or bushman half-caste,540.0,4.3,male,Dutch,0.0,3,2,Helene,1
Posterior,UVS57,0,12,50.0,2.64926405,0.25,Homo sapiens,Khoi-San or bushman half-caste,430.0,3.8,female,English,0.0,1,3,Debra,1
Premolar,UVS57,2,8,15.0,2.64926405,0.25,Homo sapiens,Khoi-San or bushman half-caste,510.0,3.8,male,English,1.0,3,3,Gracie,0
Anterior,UVS58,0,6,27.0,2.92732743,0.25,Homo sapiens,Khoi-San or bushman half-caste,53270.0,4.0,female,English,0.0,4,2,Donna,0
Posterior,UVS58,0,6,,2.92732743,0.25,Homo sapiens,Khoi-San or bushman half-caste,35.0,4.6,female,,1.0,1,3,Ethel,1
Premolar,UVS58,0,4,23.0,2.92732743,0.25,Homo sapiens,Khoi-San or bushman half-caste,15850.0,3.5,female,Other,0.0,4,2,Carla,0
Anterior,UVS59,0,12,52.0,2.1579761,0.25,Homo sapiens,Khoi-San or bushman half-caste,300.0,4.7,male,English,0.0,1,3,Cindy,1
Posterior,UVS59,0,12,28.0,2.1579761,0.25,Homo sapiens,Khoi-San or bushman half-caste,6450.0,4.2,male,English,0.0,2,2,Cleo,0
Premolar,UVS59,0,8,25.0,2.1579761,0.25,Homo sapiens,Khoi-San or bushman half-caste,16260.0,3.4,male,English,,2,3,Dora,1
Anterior,UVS60,0,6,59.0,2.59401611,0.25,Homo sapiens,Khoi-San or bushman half-caste,2770.0,3.9,female,English,0.0,3,2,Hilda,0
Posterior,UVS60,0,6,21.0,2.59401611,0.25,Homo sapiens,Khoi-San or bushman half-caste,800.0,4.5,female,English,0.0,2,2,Isbell,0
Premolar,UVS60,0,4,32.0,2.59401611,0.25,Homo sapiens,Khoi-San or bushman half-caste,20000.0,4.7,female,,0.0,3,4,Betsy,0
Anterior,UVS62,0,6,,2.26582834,0.25,Homo sapiens,Khoi-San or bushman half-caste,730.0,3.5,male,Spanish,0.0,2,2,Alma,1
Posterior,UVS62,0,6,24.0,2.26582834,0.25,Homo sapiens,Khoi-San or bushman half-caste,99.0,3.7,male,Chinese,0.0,1,4,Inez,0
Premolar,UVS62,0,4,14.0,2.26582834,0.25,Homo sapiens,Khoi-San or bushman half-caste,5060.0,4.0,male,Finnish,0.0,3,2,Beulah,0
Anterior,UVS63,4,12,21.0,3.66038599,0.25,Homo sapiens,Khoi-San or bushman half-caste,800.0,4.1,female,English,0.0,2,2,Gladys,1
Posterior,UVS63,4,12,30.0,3.66038599,0.25,Homo sapiens,Khoi-San or bushman half-caste,23040.0,4.4,female,English,0.0,5,2,Camille,0
Premolar,UVS63,2,8,20.0,3.66038599,0.25,Homo sapiens,Khoi-San or bushman half-caste,6870.0,4.2,male,English,0.0,3,4,Celia,0
Anterior,UVS67,1,12,22.0,3.09538823,0.75,Homo sapiens,Khoi-San or bushman half-caste,300.0,4.5,female,English,0.0,2,3,Edith,1
Posterior,UVS67,0,12,38.0,3.09538823,0.75,Homo sapiens,Khoi-San or bushman half-caste,500.0,3.8,male,English,0.0,1,2,Fern,1
Premolar,UVS67,0,8,60.0,3.09538823,0.75,Homo sapiens,Khoi-San or bushman half-caste,200.0,3.1,female,English,0.0,1,4,Ginger,1
Anterior,UVS68,0,12,25.0,1.99807578,0.75,Homo sapiens,Khoi-San or bushman half-caste,20430.0,3.7,male,English,0.0,1,2,Agnes,1
Posterior,UVS68,0,12,30.0,1.99807578,0.75,Homo sapiens,Khoi-San or bushman half-caste,1180.0,3.9,male,Indonesian,1.0,3,4,Carmen,0
Premolar,UVS68,0,8,25.0,1.99807578,0.75,Homo sapiens,Khoi-San or bushman half-caste,6190.0,4.0,female,English,0.0,3,3,Eloise,0
Anterior,UVS76,0,12,41.0,2.64926405,0.75,Homo sapiens,Khoi-San or bushman half-caste,570.0,3.3,male,English,0.0,1,2,Belle,0
Posterior,UVS76,0,12,35.0,2.64926405,0.75,Homo sapiens,Khoi-San or bushman half-caste,66.0,3.1,female,English,0.0,1,3,Babe,1
Premolar,UVS76,0,8,21.0,2.64926405,0.75,Homo sapiens,Khoi-San or bushman half-caste,70.0,4.0,female,English,0.0,1,3,Bob,0
